X,Y,OBJECTID,StopId,StopAbbr,StopName,NodeAbbr,OnStreet,AtStreet,Lon,Lat,GeoStatus,Comments,BayNum,FacingDir,FareZoneId,CurbType,InService,Preferred,Bench,Shelter,Lighting,Garbage,Telephone,SignPost,Bicycle,Transfer,URL,DATASOURCE,UA
991352.580380578,441773.469488189,1,12132,1019(NE),10th Av/19th St, ,S 10TH AVE,W 19TH ST,-110974632,32211012,-214748363, ,G,1,0,W5,1,0,0,1,0,1,,0,0,0,https://maps2.tucsonaz.gov/tdot/busstops/12132.jpg,TDOT_BUSSTOPS,
991323.74606299,441604.76476378,2,12267,1019(SW),10th Av/19th St, ,S 10TH AVE,W 19TH ST,-110974730,32210549,-214748363,moved from the NW corner per DOT,G purple,1,0,W5,1,0,0,1,0,0,,0,0,0,https://maps2.tucsonaz.gov/tdot/busstops/12267.jpg,TDOT_BUSSTOPS,
991375.854002625,441094.407808401,3,14876,1020(SE),10th Av/20th St, ,S 10TH AVE,W 20TH ST,-110974576,32209145,-214748363,Solar auxiliary security lighting,G purple,1,0,W5,1,0,0,1,1,1,,0,0,1,https://maps2.tucsonaz.gov/tdot/busstops/14876.jpg,TDOT_BUSSTOPS,
991336.661745407,440766.255905509,4,12268,1021(NW),10th Av/21st St, ,S 10TH AVE,W 21ST ST,-110974712,32208244,-214748363,Solar auxiliary security lighting,G-pl94,1,0,W5,1,1,0,1,1,0,,0,0,1,https://maps2.tucsonaz.gov/tdot/busstops/12268.jpg,TDOT_BUSSTOPS,
991384.095800526,439871.657152228,5,12130,1023(NE),10th Av/23rd St, ,S 10TH AVE,W 23RD ST,-110974584,32205784,-214748363, ,STu-pl??,1,0,W5,1,0,0,1,1,1,,0,0,1,https://maps2.tucsonaz.gov/tdot/busstops/12130.jpg,TDOT_BUSSTOPS,
991343.451115485,439673.742782153,6,12079,1023(SW),10th Av/23rd St, ,S 10TH AVE,W 23RD ST,-110974721,32205241,-214748363, ,G STu,1,0,W5,1,0,0,1,1,1,,0,0,1,https://maps2.tucsonaz.gov/tdot/busstops/12079.jpg,TDOT_BUSSTOPS,
991401.160104986,438771.593832023,7,12129,1026(NE),10th Av/26th St, ,S 10TH AVE,W 26TH ST,-110974560,32202760,-214748363, ,G STu,1,0,ST,1,0,0,1,1,1,,0,0,1,https://maps2.tucsonaz.gov/tdot/busstops/12129.jpg,TDOT_BUSSTOPS,
991348.594160106,438627.785433069,8,12270,1026(SW),10th Av/26th St, ,S 10TH AVE,W 26TH ST,-110974734,32202366,-214748363, ,G STu,1,0,ST,1,0,0,1,1,1,,0,0,1,https://maps2.tucsonaz.gov/tdot/busstops/12270.jpg,TDOT_BUSSTOPS,
991419.531824145,437698.829724409,9,156,1029(NE),10th Av/29th St,10AV29ST,S 10TH AVE,W 29TH ST,-110974531,32199811,-214748363, ,STu-ad,1,0,ST,1,0,0,1,1,1,,0,0,1,https://maps2.tucsonaz.gov/tdot/busstops/156.jpg,TDOT_BUSSTOPS,
991366.100721784,437688.902230971,10,167,1029(NW),10th Av/29th St,10AV29ST,S 10TH AVE,W 29TH ST,-110974704,32199785,-214748363, ,STu-ad,1,0,ST,1,1,0,1,1,1,,0,0,1,https://maps2.tucsonaz.gov/tdot/busstops/167.jpg,TDOT_BUSSTOPS,
991402.472440943,436538.8011811,11,12271,1032(NW),10th Av/32nd St, ,S 10TH AVE,W 32ND ST,-110974619,32196623,-214748363, , ,0,0,ST,1,0,0,0,0,1,,1,0,1,https://maps2.tucsonaz.gov/tdot/busstops/12271.jpg,TDOT_BUSSTOPS,
991463.367782153,436438.554790027,12,12128,1032(SE),10th Av/32nd St, ,S 10TH AV,W 32ND ST,-110974425,32196346,-214748363, , ,0,0,ST,1,0,0,0,0,0,,1,0,1,https://maps2.tucsonaz.gov/tdot/busstops/12128.jpg,TDOT_BUSSTOPS,
991397.144685041,435628.460629918,13,14872,1034(SW),10th Av/34th St, ,S 10TH AVE,W 34TH ST,-110974662,32194121,-214748363, ,STad-rd08,1,0,ST,1,0,0,1,0,1,,0,0,0,https://maps2.tucsonaz.gov/tdot/busstops/14872.jpg,TDOT_BUSSTOPS,
991459.503608923,435149.483923882,14,12127,1036(NE),10th Av/36th St, ,S 10TH AVE,W 36TH ST,-110974474,32192803,-214748363, , ,0,0,ST,1,0,0,0,0,0,,1,0,0,https://maps2.tucsonaz.gov/tdot/busstops/12127.jpg,TDOT_BUSSTOPS,
991417.009514436,434526.241141729,15,14871,1037(SW),10th Av/37th St, ,S 10TH AVE,W 37TH ST,-110974629,32191091,-214748363, ,G STu,1,0,ST,1,0,0,1,1,1,,1,0,0,https://maps2.tucsonaz.gov/tdot/busstops/14871.jpg,TDOT_BUSSTOPS,
991503.385498688,433389.677165352,16,12125,1041(NE),10th Av/41st St, ,S 10TH AV,W 41ST ST,-110974382,32187965,-214748363, ,STu-ad,1,0,W5,1,0,0,1,0,1,,0,0,0,https://maps2.tucsonaz.gov/tdot/busstops/12125.jpg,TDOT_BUSSTOPS,
991420.775262468,433177.934711285,17,12274,1041(SW),10th Av/41st St, ,S 10TH AVE,W 41ST ST,-110974655,32187385,-214748363, ,STu-ad,1,0,W5,1,0,0,1,0,1,,0,0,0,https://maps2.tucsonaz.gov/tdot/busstops/12274.jpg,TDOT_BUSSTOPS,
991142.972769029,432502.061023623,18,12124,1044(NE),10th Av/44th St, ,S 10TH AV,W 43RD ST,-110975572,32185534,-214748363, ,G purple,1,0,W5,1,0,0,1,0,1,,0,0,0,https://maps2.tucsonaz.gov/tdot/busstops/12124.jpg,TDOT_BUSSTOPS,
990991.144028872,432492.001312338,19,12275,1044(NW),10th Av/44th St, ,S 10TH AVE,W 43RD ST,-110976063,32185510,-214748363, ,G purple,1,0,W5,1,0,0,1,0,0,,0,0,0,https://maps2.tucsonaz.gov/tdot/busstops/12275.jpg,TDOT_BUSSTOPS,
994043.669947505,445056.33858268,20,12025,124A(NW),12th St/4th Av,12ST04AV,E 12TH ST,S HERBERT AVE,-110965838,32219970,-214748363, , , ,0,W6,1,0,0,0,0,0,,1,0,0,https://maps2.tucsonaz.gov/tdot/busstops/12025.jpg,TDOT_BUSSTOPS,
990572.780839894,429769.114829399,21,331,12AJ(NE),12th Av/Ajo, ,S 12TH AVE,W AJO WAY,-110977492,32178036,-214748363,solar lighting installed 02-12-13 per Tom Fisher,ACI-bl15,1,0,W5,1,0,0,1,0,1,,0,0,1,https://maps2.tucsonaz.gov/tdot/busstops/331.jpg,TDOT_BUSSTOPS,
990499.895669293,429611.306102365,22,338,12AJ(SW),12th Av/Ajo, ,S 12TH AVE,W AJO WAY,-110977732,32177604,-214748363, ,Cac-ad,1,0,W1,1,1,0,1,0,1,,0,0,1,https://maps2.tucsonaz.gov/tdot/busstops/338.jpg,TDOT_BUSSTOPS,
990683.541666668,417856.293963253,23,12107,12AL(NE),12th Av/C Alvord, ,S 12TH AVE,W C RAMONA,-110977470,32145290,-214748363, ,ACI-bl20,1,0,W5,1,0,1,1,1,0,,0,0,0,https://maps2.tucsonaz.gov/tdot/busstops/12107.jpg,TDOT_BUSSTOPS,
990589.252296589,417629.537729658,24,14952,12AL(SW),12th Av/C Alvord, ,S 12TH AVE,W C ALVORD,-110977781,32144669,-214748364, , , ,0,W5,1,0,0,0,0,0,,1,0,1,https://maps2.tucsonaz.gov/tdot/busstops/14952.jpg,TDOT_BUSSTOPS,
990708.912073489,416544.568897635,25,12106,12BI(NE),12th Av/Bilby, ,S 12TH AVE,W BILBY RD,-110977425,32141684,-214748364,moved from Goret @ Dales Crossing SW, ,1,0,W5,1,0,0,1,0,1,,0,0,0,https://maps2.tucsonaz.gov/tdot/busstops/12106.jpg,TDOT_BUSSTOPS,
990594.589566927,420141.057086617,26,12287,12CA(NW),12th Av/Canada Dr, ,S 12TH AVE,W CANADA ST,-110977693,32151572,-214748363, ,S1-pl05,1,0,W1,1,0,0,1,0,1,,0,0,1,https://maps2.tucsonaz.gov/tdot/busstops/12287.jpg,TDOT_BUSSTOPS,
990664.038057745,420092.182742782,27,12109,12CA(SE),12th Av/Canada St, ,S 12TH AVE,W CANADA ST,-110977470,32151436,-214748363,moved from Oregon SE 07-19-12,S1-bl12,1,0,W5,1,0,1,1,0,1,,0,0,0,https://maps2.tucsonaz.gov/tdot/busstops/12109.jpg,TDOT_BUSSTOPS,
990509.915682416,428463.161745407,28,12278,12DI(NW),12th Av/District, ,S 12TH AVE,W DISTRICT ST,-110977732,32174448,-214748363, ,G,1,0,W1,1,0,0,1,0,1,,0,0,1,https://maps2.tucsonaz.gov/tdot/busstops/12278.jpg,TDOT_BUSSTOPS,
990670.03871391,419191.40813648,29,12108,12DR(NE),12th Av/Drexel, ,S 12TH AVE,W DREXEL RD,-110977476,32148960,-214748363, ,S1ad-pu05,1,0,W5,1,0,0,1,0,1,,0,0,1,https://maps2.tucsonaz.gov/tdot/busstops/12108.jpg,TDOT_BUSSTOPS,
990614.519356955,418991.548556432,30,12288,12DR(SW),12th Av/Drexel, ,S 12TH AVE,W DREXEL RD,-110977661,32148412,-214748363, ,G,1,0,W1,1,0,0,1,1,1,,0,0,1,https://maps2.tucsonaz.gov/tdot/busstops/12288.jpg,TDOT_BUSSTOPS,
993953.11023622,445014.42486877,31,12492,12HE(SE),12th St/Herbert, ,E 12TH ST,S HERBERT AVE,-110966132,32219857,-214748363, , , ,0,W6,1,0,0,0,0,0,,1,0,0,https://maps2.tucsonaz.gov/tdot/busstops/12492.jpg,TDOT_BUSSTOPS,
990667.748031497,409156.795275591,32,11936,12IN(SW),12th Av/Inez, ,S 12TH AVE,W ACADIA DR,-110977766,32121379,-214748363, ,G purple,1,0,W1,1,0,0,1,0,1,,0,0,0,https://maps2.tucsonaz.gov/tdot/busstops/11936.jpg,TDOT_BUSSTOPS,
990640.319225721,424513.164698161,33,12116,12IR(NE),12th Av/Irvington, ,S 12TH AVE,W IRVINGTON RD,-110977422,32163588,-214748363, ,G-bl94,1,0,W1,1,1,0,1,1,1,,0,0,1,https://maps2.tucsonaz.gov/tdot/busstops/12116.jpg,TDOT_BUSSTOPS,
990732.381561682,410870.596456692,34,14862,12LE(NE),12th Av/Leary Dr, ,S 12TH AVE,W ELVIRA RD,-110977509,32126088,-214748363, ,G purple,1,0,W1,1,0,0,1,0,1,,0,0,0,https://maps2.tucsonaz.gov/tdot/busstops/14862.jpg,TDOT_BUSSTOPS,
990766.143700786,408631.202755906,35,12046,12LR(NE),12th Av/Los Reales, ,S 12TH AVE,W LOS REALES RD,-110977463,32119932,-214748363, ,G-bl07,1,0,W1,1,0,0,1,0,1,,0,0,0,https://maps2.tucsonaz.gov/tdot/busstops/12046.jpg,TDOT_BUSSTOPS,
990750.740485564,409581.371062994,36,14832,12MA(NE),12th Av/Marcus, ,S 12TH AVE,W MARCUS DR,-110977486,32122544,-214748363, ,G purple,1,0,W1,1,0,0,1,1,1,,0,0,0,https://maps2.tucsonaz.gov/tdot/busstops/14832.jpg,TDOT_BUSSTOPS,
990681.053149607,412532.452755906,37,12050,12ME(NE),12th Av/Medina, ,S 12TH AVE,W CALLE MEDINA,-110977628,32130657,-214748363, , ,0,0,W1,1,0,0,0,0,0,,1,0,1,https://maps2.tucsonaz.gov/tdot/busstops/12050.jpg,TDOT_BUSSTOPS,
990544.50164042,426875.732283466,38,12279,12MI(SW),12th Av/Michigan, ,S 12TH AVE,W MICHIGAN ST,-110977665,32170084,-214748363, , , ,0,W1,1,0,0,0,0,0,,1,0,0,https://maps2.tucsonaz.gov/tdot/busstops/12279.jpg,TDOT_BUSSTOPS,
990676.077099737,421940.512467191,39,12114,12NE(NE),12th Av/Nebraska, ,S 12TH AVE,W NEBRASKA ST,-110977379,32156516,-214748363, ,cac bl dbl,1,0,W5,1,1,0,1,0,1,,0,0,1,https://maps2.tucsonaz.gov/tdot/busstops/12114.jpg,TDOT_BUSSTOPS,
990581.314632546,421627.524934381,40,12285,12NE(SW),12th Av/Nebraska, ,S 12TH AVE,W DAKOTA ST,-110977694,32155658,-214748363, ,cac blue,1,0,W1,1,0,1,1,0,0,,0,0,1,https://maps2.tucsonaz.gov/tdot/busstops/12285.jpg,TDOT_BUSSTOPS,
990621.71128609,425900.628608927,41,12117,12OH(SE),12th Av/Ohio, ,S 12TH AVE,W OHIO ST,-110977443,32167402,-214748363, , , ,0,W1,1,0,1,0,1,1,,0,0,0,https://maps2.tucsonaz.gov/tdot/busstops/12117.jpg,TDOT_BUSSTOPS,
990546.844160106,425933.447178476,42,12280,12OH(SW),12th Av/Ohio, ,S 12TH AVE,W OHIO ST,-110977684,32167494,-214748363,ad bench inside shelter,ACI-bl15,1,0,W1,1,0,1,1,0,1,,0,0,0,https://maps2.tucsonaz.gov/tdot/busstops/12280.jpg,TDOT_BUSSTOPS,
990553.599081364,425159.287401572,43,12281,12OK(NW),12th Av/Oklahoma, ,S 12TH AVE,W OKLAHOMA ST,-110977684,32165366,-214748363, , , ,0,W1,1,0,0,0,0,0,,1,0,0,https://maps2.tucsonaz.gov/tdot/busstops/12281.jpg,TDOT_BUSSTOPS,
990601.913385827,428771.396981627,44,12120,12PA(NE),12th Av/Palmdale, ,S 12TH AV,W PALMDALE ST,-110977426,32175293,-214748363, , , ,0,W5,1,0,0,0,0,0,,1,0,1,https://maps2.tucsonaz.gov/tdot/busstops/12120.jpg,TDOT_BUSSTOPS,
990618.628608923,427459.226377949,45,12118,12PE(NE),12th Av/Pennsylvania, ,S 12TH AVE,W PENNSYLVANIA DR,-110977409,32171686,-214748363, ,cac blue,1,0,W5,1,0,1,1,1,0,,0,0,0,https://maps2.tucsonaz.gov/tdot/busstops/12118.jpg,TDOT_BUSSTOPS,
990633.925853018,411474.774606302,46,14833,12RI(SW),12th Av/C Rita, ,S 12TH AVE,W DOCE PL,-110977810,32127751,-214748363, ,G purple,1,0,W1,1,0,0,1,0,1,,0,0,0,https://maps2.tucsonaz.gov/tdot/busstops/14833.jpg,TDOT_BUSSTOPS,
990687.755905513,415172.40813648,47,12104,12SM(NE),12th Av/Santa Maria, ,S 12TH AVE,W SANTA MARIA ST,-110977532,32137913,-214748363, ,G,1,0,W1,1,0,0,1,0,1,,0,0,1,https://maps2.tucsonaz.gov/tdot/busstops/12104.jpg,TDOT_BUSSTOPS,
990600.984251969,414970.093832023,48,12292,12SM(SW),12th Av/Santa Maria, ,S 12TH AVE,W SANTA MARIA ST,-110977818,32137359,-214748363,shelter changed out in Dec12,G,1,0,W1,1,0,0,1,1,1,,0,0,1,https://maps2.tucsonaz.gov/tdot/busstops/12292.jpg,TDOT_BUSSTOPS,
990604.926509187,416293.352034122,49,12290,12SR(SW),12th Av/Santa Rosa, ,S 12TH AVE,W SANTA ROSA ST,-110977768,32140996,-214748364, ,G,1,0,W1,1,0,0,1,0,1,,0,0,0,https://maps2.tucsonaz.gov/tdot/busstops/12290.jpg,TDOT_BUSSTOPS,
990655.814960629,410348.571850397,50,11935,12TE(SW),12th Av/Teton, ,S 12TH AVE,W CABOT DR,-110977771,32124655,-214748363, ,G purple,1,0,W1,1,0,0,1,0,1,,0,0,0,https://maps2.tucsonaz.gov/tdot/busstops/11935.jpg,TDOT_BUSSTOPS,
990667.498687662,414158.257545933,51,12102,12VA(NE),12th Av/Valencia,12AVVALE,S 12TH AVE,W VALENCIA RD,-110977626,32135126,-214748364, ,G blue,1,0,W1,1,0,0,1,1,1,,0,0,1,https://maps2.tucsonaz.gov/tdot/busstops/12102.jpg,TDOT_BUSSTOPS,
990582.814960629,413289.802493438,52,155,12VA(SW),12th Av/Valencia,12AVVALE,S 12TH AVE,W VALENCIA RD,-110977924,32132741,-214748363, ,G-blxx,1,0,W1,1,0,0,1,1,1,,0,0,1,https://maps2.tucsonaz.gov/tdot/busstops/155.jpg,TDOT_BUSSTOPS,
990577.741469815,431079.292650916,53,12123,12VE(NE),12th Av/Veterans, ,S 12TH AV,W VETERANS BL,-110977439,32181637,-214748363, ,G-bl96,1,0,W5,1,0,1,1,0,1,,0,0,0,https://maps2.tucsonaz.gov/tdot/busstops/12123.jpg,TDOT_BUSSTOPS,
990484.731955379,430816.890419945,54,12276,12VE(SW),12th Av/Veterans, ,S 12TH AVE,W VETERANS BLVD,-110977747,32180918,-214748363,moved from Jetty SW 02-08-13,ACI-bl15,1,0,W1,1,0,0,1,0,0,,0,0,1,https://maps2.tucsonaz.gov/tdot/busstops/12276.jpg,TDOT_BUSSTOPS,
990650.027887139,423187.837598428,55,12115,12WY(NE),12th Av/Wyoming, ,S 12TH AVE,W WYOMING ST,-110977428,32159945,-214748363,moved from SEC July2015,ACI-bl15,1,0,W5,1,0,0,1,0,1,,0,0,0,https://maps2.tucsonaz.gov/tdot/busstops/12115.jpg,TDOT_BUSSTOPS,
995445.314304464,460006.183727033,56,16172,1ABL(SE),1st Av/Blacklidge, ,N 1ST AVE,E LAGUNA ST,-110960876,32261026,-214748363,moved from NEC 05-10-13,ACI-bl18,1,0,W3,1,0,1,1,0,0,,0,0,0,https://maps2.tucsonaz.gov/tdot/busstops/16172.jpg,TDOT_BUSSTOPS,
995375.101706035,459801.813320212,57,12914,1ABL(SW),1st Av/Blacklidge, ,N 1ST AVE,E BLACKLIDGE DR,-110961109,32260466,-214748363,moved south 200',cac blue,1,0,W3,1,0,0,1,0,0,,0,0,0,https://maps2.tucsonaz.gov/tdot/busstops/12914.jpg,TDOT_BUSSTOPS,
995487.377952754,457677.314304464,58,13087,1ACO(NE),1st Av/Copper, ,N 1ST AVE,E COPPER ST,-110960807,32254624,-214748363, , , ,0,W3,1,0,1,0,0,1,,1,0,0,https://maps2.tucsonaz.gov/tdot/busstops/13087.jpg,TDOT_BUSSTOPS,
995423.749015749,461629.769356959,59,343,1AFL(NE),1st Av/Ft Lowell,01AVFTLO,N 1ST AVE,E NAVAJO RD,-110960899,32265489,-214748363, ,S2-bl11,1,0,W3,1,1,0,1,1,1,,0,0,1,https://maps2.tucsonaz.gov/tdot/busstops/343.jpg,TDOT_BUSSTOPS,
995364.124015749,461174.085958004,60,333,1AFL(SW),1st Av/Ft Lowell,01AVFTLO,N 1ST AVE,E FORT LOWELL RD,-110961105,32264238,-214748363,"Solar auxiliary lighting, concrete ad bench",S2-bl17,1,0,W3,1,0,1,1,0,1,,0,0,1,https://maps2.tucsonaz.gov/tdot/busstops/333.jpg,TDOT_BUSSTOPS,
995475.22604987,458868.751312338,61,13088,1AGL(NE),1st Av/Glenn, ,N 1ST AVE,E GLENN ST,-110960812,32257899,-214748363, , , ,0,W3,1,0,1,0,0,0,,1,0,0,https://maps2.tucsonaz.gov/tdot/busstops/13088.jpg,TDOT_BUSSTOPS,
995398.975393701,458682.519028872,62,12915,1AGL(SW),1st Av/Glenn, ,N 1ST AVE,E GLENN ST,-110961064,32257389,-214748363, , , ,0,W3,1,0,1,0,0,1,,1,0,0,https://maps2.tucsonaz.gov/tdot/busstops/12915.jpg,TDOT_BUSSTOPS,
995478.913385827,456266.304790027,63,12084,1AGR(NE),1st Av/Grant, ,N 1ST AVE,E ALTURAS ST,-110960875,32250746,-214748363, ,S1-bl18,1,0,W3,1,0,1,1,0,1,,0,0,1,https://maps2.tucsonaz.gov/tdot/busstops/12084.jpg,TDOT_BUSSTOPS,
995408.462270342,456574.20570866,64,12098,1AGR(NW),1st Av/Grant, ,N 1ST AVE,E GRANT RD,-110961094,32251594,-214748363,ad bench inside shelter,S2-bl18,1,0,W3,1,0,1,1,0,1,,0,0,1,https://maps2.tucsonaz.gov/tdot/busstops/12098.jpg,TDOT_BUSSTOPS,
995401.263451442,463287.184383199,65,13091,1AGY(NE),1st Av/Graybill, ,N 1ST AVE,E GRAYBILL DR,-110960924,32270045,-214748363, , , ,0,W3,1,0,0,0,1,0,,1,0,1,https://maps2.tucsonaz.gov/tdot/busstops/13091.jpg,TDOT_BUSSTOPS,
995411.419947505,462424.266732283,66,13090,1AHA(NE),1st Av/Halcyon, ,N 1ST AVE,E HALCYON RD,-110960916,32267673,-214748363, , , ,0,W3,1,0,0,0,1,0,,1,0,1,https://maps2.tucsonaz.gov/tdot/busstops/13090.jpg,TDOT_BUSSTOPS,
995341.949475065,462171.876968503,67,12913,1AHA(SW),1st Av/Halcyon, ,N 1ST AVE,E HALCYON RD,-110961148,32266981,-214748363, ,S1ad-bl19r,1,0,W3,1,0,0,1,0,1,,0,0,0,https://maps2.tucsonaz.gov/tdot/busstops/12913.jpg,TDOT_BUSSTOPS,
995416.380249344,457352.145669289,68,12916,1AJA(SW),1st Av/Jacinto, ,N 1ST AVE,E JACINTO ST,-110961046,32253732,-214748363, , , ,0,W3,1,0,0,0,1,1,,1,0,0,https://maps2.tucsonaz.gov/tdot/busstops/12916.jpg,TDOT_BUSSTOPS,
995365.708661418,468216.423884511,69,13095,1ALI(NE),1st Av/Limberlost, ,N 1ST AVE,E LIMBERLOST DR,-110960897,32283594,-214748363, ,Cac-ad dbl,1,0,W3,1,1,0,1,0,1,,0,0,0,https://maps2.tucsonaz.gov/tdot/busstops/13095.jpg,TDOT_BUSSTOPS,
995264.382545933,468106.735564306,70,12907,1ALI(NW),1st Av/Limberlost, ,N 1ST AVE,E LIMBERLOST DR,-110961228,32283295,-214748363, ,Cac-ad,1,0,W3,1,1,1,1,0,1,,0,0,0,https://maps2.tucsonaz.gov/tdot/busstops/12907.jpg,TDOT_BUSSTOPS,
996261.29593176,511202.174540684,71,15965,1AOR(NW),SS/1st Av/Oracle(4),01AVORAC,N 1ST AVE,N ORACLE RD,-110956753,32401718,-214748364,Rooney Ranch Shopping Center Rt. 401, , ,0,OV,1,0,0,0,0,0,,1,1,1,https://maps2.tucsonaz.gov/tdot/busstops/15965.jpg,TDOT_BUSSTOPS,
995399.629265092,463852.563648291,72,12895,1APR(SE),1st Av/Prince, ,N 1ST AV,E PRINCE RD,-110960913,32271599,-214748363, ,G,1,0,W3,1,1,1,1,1,1,,0,0,1,https://maps2.tucsonaz.gov/tdot/busstops/12895.jpg,TDOT_BUSSTOPS,
995308.589566927,463801.180446193,73,12911,1APR(SW),1st Av/Prince, ,N 1ST AVE,E YAVAPAI RD,-110961209,32271460,-214748363, ,Cac blue,1,0,W3,1,1,1,1,1,1,,0,0,1,https://maps2.tucsonaz.gov/tdot/busstops/12911.jpg,TDOT_BUSSTOPS,
995366.393700786,465536.808070868,74,16219,1APT(NE),1st Av/Pastime Rd, ,N 1ST AVE,E SMOOT DR,-110960972,32276229,-214748363, , ,1,0,W3,1,0,1,0,0,1,,1,0,0,https://maps2.tucsonaz.gov/tdot/busstops/16219.jpg,TDOT_BUSSTOPS,
995305.994422574,465203.727690287,75,12910,1APT(SW),1st Av/Pastime Rd, ,N 1ST AVE,E PASTIME RD,-110961177,32275315,-214748363, ,Cac-ad,1,0,W3,1,0,0,1,0,1,,0,0,1,https://maps2.tucsonaz.gov/tdot/busstops/12910.jpg,TDOT_BUSSTOPS,
995364.282152232,466780.366141729,76,12897,1ARO(NE),1st Av/Roger, ,N 1ST AVE,E CALLE ARIZONA,-110960943,32279647,-214748363, ,CusUA-bn11,1,0,W3,1,0,1,1,0,1,,1,0,1,https://maps2.tucsonaz.gov/tdot/busstops/12897.jpg,TDOT_BUSSTOPS,
995268.416010499,466473.529855646,77,12786,1ARO(SW),1st Av/Roger, ,N 1ST AVE,E ROGER RD,-110961262,32278806,-214748363, ,cac blue,1,0,W3,1,1,0,1,0,1,,0,0,1,https://maps2.tucsonaz.gov/tdot/busstops/12786.jpg,TDOT_BUSSTOPS,
995252.927821521,469150.104330711,78,12783,1AWE(SW),1st Av/Wetmore, ,N 1ST AVE,E WETMORE RD,-110961235,32286163,-214748363, ,G blue,1,0,W3,1,0,0,1,0,1,,0,0,0,https://maps2.tucsonaz.gov/tdot/busstops/12783.jpg,TDOT_BUSSTOPS,
995342.441929135,463297.211614177,79,12912,1AYA(SW),1st Av/Yavapai, ,N 1ST AVE,E YAVAPAI RD,-110961114,32270074,-214748363, , ,1,0,W3,1,0,0,0,0,0,,1,0,0,https://maps2.tucsonaz.gov/tdot/busstops/12912.jpg,TDOT_BUSSTOPS,
991499.343503937,440204.477362208,80,13282,2210(SE),22nd St/10th Av, ,W 22ND ST,S 10TH AVE,-110974202,32206696,-214748363, , , ,0,W5,1,0,0,0,0,0,,1,0,1,https://maps2.tucsonaz.gov/tdot/busstops/13282.jpg,TDOT_BUSSTOPS,
994592.82152231,440325.973425195,81,16161,223A(NW),22nd St/3rd Av, ,E 22ND ST,S 3RD AVE,-110964198,32206955,-214748363,moved from 4th Av NW 08-21-12, , ,0,W5,1,0,0,0,0,0,,1,0,1,https://maps2.tucsonaz.gov/tdot/busstops/16161.jpg,TDOT_BUSSTOPS,
994474.257217847,440231.41929134,82,13285,224A(SE),22nd St/4th Av, ,E 22ND ST,S 4TH AVE,-110964584,32206698,-214748363,Solar auxiliary security lighting,S1-bl17,1,0,W5,1,0,0,1,1,1,,0,0,0,https://maps2.tucsonaz.gov/tdot/busstops/13285.jpg,TDOT_BUSSTOPS,
993177.204396326,440304.365157478,83,13369,226A(NW),22nd St/6th Av,22ST06AV,W 22ND ST,S 6TH AVE,-110968775,32206930,-214748363,Solar auxiliary lighting,G,1,0,W5,1,1,0,1,0,1,,0,0,1,https://maps2.tucsonaz.gov/tdot/busstops/13369.jpg,TDOT_BUSSTOPS,
993354.412401576,440238.620078743,84,13284,226A(SE),22nd St/6th Av,22ST06AV,E 22ND ST,S 6TH AVE,-110968204,32206745,-214748363,Solar auxiliary security lighting,G-rd??,1,0,W5,1,0,0,1,1,1,,0,0,1,https://maps2.tucsonaz.gov/tdot/busstops/13284.jpg,TDOT_BUSSTOPS,
992488.93011811,440200.43405512,85,13283,228A(SE),22nd St/8th Av, ,W 22ND ST,S 8TH AVE,-110971003,32206661,-214748363, , , ,0,W5,1,0,0,0,0,0,,1,0,1,https://maps2.tucsonaz.gov/tdot/busstops/13283.jpg,TDOT_BUSSTOPS,
1026019.08792651,440665.113188975,86,13347,22AL(NW),22nd St/Alamo, ,E 22ND ST,S ALAMO AVE,-110862595,32207081,-214748363, , , ,0,W6,1,0,1,0,1,0,,1,0,0,https://maps2.tucsonaz.gov/tdot/busstops/13347.jpg,TDOT_BUSSTOPS,
1026002.91043307,440579.816272967,87,13308,22AL(SW),22nd St/Alamo, ,E 22ND ST,S ALAMO AVE,-110862650,32206847,-214748363, , , ,0,W4,1,0,0,0,0,0,,1,0,0,https://maps2.tucsonaz.gov/tdot/busstops/13308.jpg,TDOT_BUSSTOPS,
1028332.48622047,440524.877624676,88,13346,22AM(NW),22nd St/Amherst, ,E 22ND ST,S AMHERST DR,-110855121,32206633,-214748363, , , ,0,W4,1,0,1,0,0,1,,1,0,1,https://maps2.tucsonaz.gov/tdot/busstops/13346.jpg,TDOT_BUSSTOPS,
1011287.79560367,440535.935039371,89,74,22AV(NW),22nd St/Alvernon,22STALVN,E 22ND ST,S ALVERNON WAY,-110910221,32207114,-214748363,Solar auxiliary lighting,ACI-bl17,1,0,W6,1,1,1,1,0,1,,0,0,1,https://maps2.tucsonaz.gov/tdot/busstops/74.jpg,TDOT_BUSSTOPS,
1011622.61253281,440457.572506562,90,71,22AV(SE),22nd St/Alvernon,22STALVN,E 22ND ST,S ALVERNON WAY,-110909141,32206890,-214748363,two trash cans,G-bl03,1,0,W5,1,0,1,1,0,1,,0,0,1,https://maps2.tucsonaz.gov/tdot/busstops/71.jpg,TDOT_BUSSTOPS,
1015256.13385827,440583.148622051,91,13356,22BE(NW),22nd St/Belvedere, ,E 22ND ST,S BELVEDERE AVE,-110897391,32207141,-214748363, ,S1ad-pu04,1,0,W6,1,0,0,1,0,1,,0,0,0,https://maps2.tucsonaz.gov/tdot/busstops/13356.jpg,TDOT_BUSSTOPS,
