X,Y,OBJECTID,StopId,StopAbbr,StopName,NodeAbbr,OnStreet,AtStreet,Lon,Lat,GeoStatus,Comments,BayNum,FacingDir,FareZoneId,CurbType,InService,Preferred,Bench,Shelter,Lighting,Garbage,Telephone,SignPost,Bicycle,Transfer,URL,DATASOURCE,UA
1030135.16863517,435243.027559057,981,11816,GLRE(NE),Golf Links/Av Regulo, ,E GOLF LINKS RD,S AVE REGULO,-110849463,32192067,-214748363, ,Cac-Ad,1,0,W4,1,0,0,1,1,1,,0,0,0,https://maps2.tucsonaz.gov/tdot/busstops/11816.jpg,TDOT_BUSSTOPS,
1019420.46391076,459104.793635167,982,12873,GLRO(NW),Glenn/Rosemont, ,E GLENN ST,N ROSEMONT AVE,-110883353,32257938,-214748363,backless concrete bench, , ,0,W2,1,0,1,0,0,1,,1,0,0,https://maps2.tucsonaz.gov/tdot/busstops/12873.jpg,TDOT_BUSSTOPS,
1012528.72834646,458988.597112864,983,14963,GLRO(SE),Glenn/C de Romy, ,E GLENN ST,N C DE ROMY,-110905648,32257799,-214748363,backless concrete bench., , ,0,W3,1,0,1,0,0,0,,1,0,1,https://maps2.tucsonaz.gov/tdot/busstops/14963.jpg,TDOT_BUSSTOPS,
1041038.0328084,435232.94324147,984,11783,GLSA(SE),Golf Links/Sarnoff, ,E GOLF LINKS RD,S SARNOFF DR,-110814224,32191737,-214748363, , , ,0,W4,1,0,1,0,0,0,,1,0,0,https://maps2.tucsonaz.gov/tdot/busstops/11783.jpg,TDOT_BUSSTOPS,
1039945.74081365,435335.64665354,985,11808,GLSB(NW),Golf Links/Saddleback, ,E GOLF LINKS RD,S SADDLEBACK RD,-110817751,32192050,-214748363, ,G-bl96,1,0,W4,1,0,0,1,1,1,,0,0,1,https://maps2.tucsonaz.gov/tdot/busstops/11808.jpg,TDOT_BUSSTOPS,
1040227.15846457,435227.5511811,986,11782,GLSB(SE),Golf Links/Saddleback, ,E GOLF LINKS RD,S SADDLEBACK RD,-110816845,32191745,-214748363, , , ,0,W4,1,0,1,0,0,0,,1,0,1,https://maps2.tucsonaz.gov/tdot/busstops/11782.jpg,TDOT_BUSSTOPS,
1021557.62007874,459148.356627293,987,12871,GLSI(NE),Glenn/Sidney, ,E GLENN ST,N SIDNEY BLVD,-110876439,32258001,-214748363,backless concrete bench,F-bl17r,1,0,W2,1,0,1,1,1,0,,1,0,0,https://maps2.tucsonaz.gov/tdot/busstops/12871.jpg,TDOT_BUSSTOPS,
1016360.92093176,459076.575459316,988,14784,GLSW(NW),Glenn/Swan, ,E GLENN ST,N VENICE AVE,-110893250,32257941,-214748363,backless concrete bench - moved west 60' 05-16-13, , ,0,W6,1,0,1,0,0,1,,1,0,1,https://maps2.tucsonaz.gov/tdot/busstops/14784.jpg,TDOT_BUSSTOPS,
1016729.47834646,459040.796587929,989,12807,GLSW(SE),Glenn/Swan, ,E GLENN ST,N SWAN RD,-110892059,32257833,-214748363,backless concrete bench, , ,0,W2,1,0,1,0,0,0,,1,0,1,https://maps2.tucsonaz.gov/tdot/busstops/12807.jpg,TDOT_BUSSTOPS,
1012448.87237533,459031.141732283,990,11289,GLSY(NE),Glenn/Sycamore, ,E GLENN ST,N C DE ROMY,-110905905,32257918,-214748363, , , ,0,W3,1,0,1,0,0,1,,1,0,0,https://maps2.tucsonaz.gov/tdot/busstops/11289.jpg,TDOT_BUSSTOPS,
1004583.82906824,458890.709317587,991,11294,GLTR(NW),Glenn/Treat, ,E GLENN ST,N TREAT AVE,-110931349,32257733,-214748363, , , ,0,W3,1,0,0,0,0,0,,1,0,0,https://maps2.tucsonaz.gov/tdot/busstops/11294.jpg,TDOT_BUSSTOPS,
1004759.76607611,458854.485892385,992,11274,GLTR(SE),Glenn/Treat, ,E GLENN ST,N TREAT AVE,-110930781,32257629,-214748363, , , ,0,W3,1,0,0,0,0,0,,1,0,1,https://maps2.tucsonaz.gov/tdot/busstops/11274.jpg,TDOT_BUSSTOPS,
1003287.80052494,458859.191929132,993,11295,GLTU(NW),Glenn/Tucson, ,E GLENN ST,N WILSON AVE,-110935542,32257679,-214748363,Solar auxiliary lighting,F refurb,1,0,W3,1,0,0,1,0,1,,0,0,1,https://maps2.tucsonaz.gov/tdot/busstops/11295.jpg,TDOT_BUSSTOPS,
1003457.23064305,458824.357611552,994,11273,GLTU(SE),Glenn/Tucson, ,E GLENN ST,N TUCSON BLVD,-110934995,32257579,-214748363, , , ,0,W3,1,0,1,0,0,1,,1,0,0,https://maps2.tucsonaz.gov/tdot/busstops/11273.jpg,TDOT_BUSSTOPS,
1027279.94324147,435290.494094491,995,14284,GLWI(NW),Golf Links/Wilmot, ,E GOLF LINKS RD,S CALLE CORDOVA,-110858690,32192275,-214748363, , , ,0,W4,1,1,1,0,0,1,,1,0,1,https://maps2.tucsonaz.gov/tdot/busstops/14284.jpg,TDOT_BUSSTOPS,
1027677.73720472,435173.251640417,996,11771,GLWI(SE),Golf Links/Wilmot, ,E GOLF LINKS RD,S WILMOT RD,-110857408,32191942,-214748363, ,G bl roof,1,0,W4,1,1,1,1,0,1,,0,0,1,https://maps2.tucsonaz.gov/tdot/busstops/11771.jpg,TDOT_BUSSTOPS,
1019209.52591864,459081.661089242,997,15945,GLWY(SE),Glenn/Wyatt, ,E GLENN ST,N WYATT DR,-110884036,32257880,-214748363,moved from Rosemont SE, , ,0,W2,1,0,0,0,0,0,,1,0,0,https://maps2.tucsonaz.gov/tdot/busstops/15945.jpg,TDOT_BUSSTOPS,
977510.446850393,460797.996719159,998,15003,GODC(SE),Goret/Dales Crossing,GORTDALE,W GORET RD, ,-111018869,32263628,-214748363, ,G-pl08,1,0,W1,1,0,0,0,0,0,,0,0,0,https://maps2.tucsonaz.gov/tdot/busstops/15003.jpg,TDOT_BUSSTOPS,
988685.58628609,456050.446194224,999,12393,GR15(NW),Grant/15th Av, ,W GRANT RD,N 15TH AVE,-110982853,32250317,-214748363, , , ,0,W3,1,0,0,0,0,0,,1,0,0,https://maps2.tucsonaz.gov/tdot/busstops/12393.jpg,TDOT_BUSSTOPS,
988998.994094487,455991.322834648,1000,12405,GR15(SE),Grant/15th Av, ,W GRANT RD,N 15TH AVE,-110981841,32250147,-214748363, , , ,0,W3,1,0,1,0,0,0,,1,0,1,https://maps2.tucsonaz.gov/tdot/busstops/12405.jpg,TDOT_BUSSTOPS,
995106.873031497,456172.401574805,1001,11973,GR1A(NW),Grant/1st Av, ,E GRANT RD,N 1ST AVE,-110962081,32250497,-214748364,ad bench inside shelter,S2-bl18,1,0,W3,1,0,1,1,1,1,,0,0,1,https://maps2.tucsonaz.gov/tdot/busstops/11973.jpg,TDOT_BUSSTOPS,
995721.702099737,456049.077427819,1002,14914,GR1A(SE),Grant/1st Av, ,E GRANT RD,N 1ST AVE,-110960096,32250143,-214748364, ,S2-bl17,1,0,W3,1,0,1,1,1,1,,0,0,1,https://maps2.tucsonaz.gov/tdot/busstops/14914.jpg,TDOT_BUSSTOPS,
994624.325459316,456057.874343835,1003,12409,GR3A(SE),Grant/3rd Av, ,E GRANT RD,N 3RD AVE,-110963645,32250194,-214748364,Reactivated Aug18, , ,0,W3,1,0,0,0,0,0,,1,0,0,https://maps2.tucsonaz.gov/tdot/busstops/12409.jpg,TDOT_BUSSTOPS,
990310.879265092,447429.513451442,1004,13857,GR40(NB),Granada/405 Granada, ,N GRANADA AVE,W SAINT MARYS RD,-110977840,32226583,-214748363, , , ,0,W1,1,0,0,0,1,1,,0,0,1,https://maps2.tucsonaz.gov/tdot/busstops/13857.jpg,TDOT_BUSSTOPS,
1028470.97211286,456488.702427819,1005,16332,GR64(EB),Grant/6460 E Grant, , , ,-110854163,32250505,-214748364,US Postal Service, , ,0,W2,1,0,0,0,0,0,,1,0,0,https://maps2.tucsonaz.gov/tdot/busstops/16332.jpg,TDOT_BUSSTOPS,
1028127.15944882,456581.356299214,1006,13560,GR64(WB),Grant/6400 E Grant, ,E GRANT RD,N WILMOT RD,-110855272,32250769,-214748363, , , ,0,W2,1,0,1,0,1,1,,1,0,1,https://maps2.tucsonaz.gov/tdot/busstops/13560.jpg,TDOT_BUSSTOPS,
993464.10104987,456076.339566931,1007,12408,GR6A(SE),Grant/6th Av, ,E GRANT RD,N 4TH AVE,-110967397,32250273,-214748363, ,S1-bl17,1,0,W3,1,0,1,1,1,1,,0,0,0,https://maps2.tucsonaz.gov/tdot/busstops/12408.jpg,TDOT_BUSSTOPS,
1011075.15879265,456402.616797902,1008,15679,GRAL(NW),Grant/Alvernon,GRNTALVN,E GRANT RD,N HASKELL DR,-110910428,32250729,-214748363, ,Cac-ad dbl,1,0,W3,1,0,0,1,1,1,,0,0,1,https://maps2.tucsonaz.gov/tdot/busstops/15679.jpg,TDOT_BUSSTOPS,
1011355.49015748,456314.649934381,1009,107,GRAL(SE),Grant/Alvernon,GRNTALVN,E GRANT RD,N ALVERNON WAY,-110909524,32250480,-214748363, ,S2-bl17,1,0,W3,1,1,0,1,0,1,,0,0,1,https://maps2.tucsonaz.gov/tdot/busstops/107.jpg,TDOT_BUSSTOPS,
977208.245406825,447487.501312338,1010,16170,GRAN(NE),Greasewood/Anklam, ,N GREASEWOOD RD,W ANKLAM RD,-111020206,32227050,-214748363, , , ,0,W1,1,0,0,0,0,0,,1,0,1,https://maps2.tucsonaz.gov/tdot/busstops/16170.jpg,TDOT_BUSSTOPS,
977149.359251969,447243.248031497,1011,14758,GRAN(NW),Greasewood/Anklam, ,N GREASEWOOD RD,W ANKLAM RD,-111020403,32226380,-214748363,backless concrete bench, , ,0,W1,1,0,1,0,0,0,,1,0,1,https://maps2.tucsonaz.gov/tdot/busstops/14758.jpg,TDOT_BUSSTOPS,
1017743.1925853,456493.792322837,1012,13570,GRAR(NW),Grant/Arcadia, ,E GRANT RD,N ARCADIA AVE,-110888859,32250806,-214748363, ,G purple,1,0,W2,1,0,0,1,0,1,,0,0,1,https://maps2.tucsonaz.gov/tdot/busstops/13570.jpg,TDOT_BUSSTOPS,
1017940.96587927,456375.983267717,1013,13628,GRAR(SE),Grant/Arcadia, ,E GRANT RD,N ARCADIA AVE,-110888223,32250477,-214748363, , ,0,0,W6,1,0,0,0,0,1,,1,0,0,https://maps2.tucsonaz.gov/tdot/busstops/13628.jpg,TDOT_BUSSTOPS,
990465.414041996,446697.750656165,1014,13692,GRAS*SW*,Granada/Ashbury Ln, ,N GRANADA AVE,N ASHBURY LN,-110977361,32224568,-214748363, , , ,0,W1,1,0,0,0,0,0,,1,0,1,https://maps2.tucsonaz.gov/tdot/busstops/13692.jpg,TDOT_BUSSTOPS,
1015124.77165354,456450.274934381,1015,13572,GRBE(NW),Grant/Belvedere, ,E GRANT RD,N BELVEDERE AVE,-110897329,32250755,-214748363, ,Cac-ad,1,0,W6,1,0,0,1,1,1,,0,0,1,https://maps2.tucsonaz.gov/tdot/busstops/13572.jpg,TDOT_BUSSTOPS,
1015338.76541995,456348.977362208,1016,13626,GRBE(SE),Grant/Belvedere, ,E GRANT RD,N BELVEDERE AVE,-110896640,32250471,-214748363, ,S1ad-pu05,1,0,W6,1,0,0,1,0,1,,0,0,0,https://maps2.tucsonaz.gov/tdot/busstops/13626.jpg,TDOT_BUSSTOPS,
1020398.11581365,456503.667979002,1017,13567,GRBV(NW),Grant/Beverly, ,E GRANT RD,N BEVERLY AVE,-110880272,32250763,-214748363, ,cac blue,1,0,W2,1,0,1,1,0,1,,0,0,1,https://maps2.tucsonaz.gov/tdot/busstops/13567.jpg,TDOT_BUSSTOPS,
1020595.82513123,456425.532152228,1018,13631,GRBV(SE),Grant/Beverly, ,E GRANT RD,N BEVERLY AVE,-110879635,32250543,-214748363, ,cac-ad,1,0,W6,1,0,0,1,0,1,,0,0,1,https://maps2.tucsonaz.gov/tdot/busstops/13631.jpg,TDOT_BUSSTOPS,
1000554.61187664,456149.605971128,1019,14320,GRCA(NW),Grant/Campbell,GRNTCAMP,E GRANT RD,N MARTIN AVE,-110944462,32250300,-214748364, ,cac ad,1,0,W3,1,1,1,1,0,1,,0,0,1,https://maps2.tucsonaz.gov/tdot/busstops/14320.jpg,TDOT_BUSSTOPS,
1005772.80085302,456280.218175851,1020,13581,GRCC(NW),Grant/Country Club, ,E GRANT RD,N COUNTRY CLUB RD,-110927581,32250528,-214748363, ,Cac-ad,1,0,W3,1,1,0,1,0,1,,0,0,1,https://maps2.tucsonaz.gov/tdot/busstops/13581.jpg,TDOT_BUSSTOPS,
1006105.32874016,456196.690288715,1021,13620,GRCC(SE),Grant/Country Club, ,E GRANT RD,N COUNTRY CLUB RD,-110926508,32250290,-214748363, ,S1-bl17,1,0,W6,1,0,1,1,0,1,,0,0,1,https://maps2.tucsonaz.gov/tdot/busstops/13620.jpg,TDOT_BUSSTOPS,
999143.582020998,456036.078412071,1022,11970,GRCH(NW),Grant/Cherry, ,E GRANT RD,N CHERRY AV,-110949029,32250023,-214748364, ,ACI-bl19,1,0,W3,1,0,1,1,1,1,,0,0,0,https://maps2.tucsonaz.gov/tdot/busstops/11970.jpg,TDOT_BUSSTOPS,
999401.085958004,455972.910433069,1023,12413,GRCH(SE),Grant/Cherry, ,E GRANT RD,N CHERRY AVE,-110948198,32249843,-214748363, , , ,0,W3,1,0,0,0,0,0,,1,0,1,https://maps2.tucsonaz.gov/tdot/busstops/12413.jpg,TDOT_BUSSTOPS,
1009541.49639108,456346.074475065,1024,14889,GRCL*NW*,Grant/Chrysler, ,E GRANT RD,N CHRYSLER DR,-110915390,32250613,-214748363,will be combined with SAAVI stop during Grant Rd construction,S1ad-pu05,1,0,W6,1,0,0,1,0,1,,0,0,0,https://maps2.tucsonaz.gov/tdot/busstops/14889.jpg,TDOT_BUSSTOPS,
1013970.40485564,456434.969816275,1025,13573,GRCO(NE),Grant/Columbus, ,E GRANT RD,N ORCHARD AVE,-110901063,32250743,-214748363, ,G,1,0,W6,1,0,1,1,1,1,,0,0,1,https://maps2.tucsonaz.gov/tdot/busstops/13573.jpg,TDOT_BUSSTOPS,
1013967.15649606,456353.439632542,1026,13625,GRCO(SE),Grant/Columbus, ,E GRANT RD,N COLUMBUS BLVD,-110901076,32250519,-214748363, ,Cac-ad,1,0,W6,1,0,0,1,0,1,,0,0,1,https://maps2.tucsonaz.gov/tdot/busstops/13625.jpg,TDOT_BUSSTOPS,
1021796.15748031,456516.100721784,1027,96,GRCR(NW),Grant/Craycroft,GRNTCRAY,E GRANT RD,N INDIAN RUINS RD,-110875750,32250760,-214748363, ,S1ad-bl10,1,0,W2,1,1,0,1,0,1,,0,0,1,https://maps2.tucsonaz.gov/tdot/busstops/96.jpg,TDOT_BUSSTOPS,
1022018.2273622,456445.122375324,1028,108,GRCR(SE),Grant/Craycroft,GRNTCRAY,E GRANT RD,N CRAYCROFT RD,-110875034,32250559,-214748363, ,S1ad-bl10,1,0,W2,1,1,0,1,0,1,,0,0,1,https://maps2.tucsonaz.gov/tdot/busstops/108.jpg,TDOT_BUSSTOPS,
923274.074146982,529376.921259843,1029,16075,GRCS(SW),SS/Grier Rd/Coach Spring Dr,GRIEGALL,W GRIER RD,N COACH SPRING DR,-111192820,32453252,-214748364,Rt.410, , ,0,M,1,0,0,0,0,0,,0,1,0,https://maps2.tucsonaz.gov/tdot/busstops/16075.jpg,TDOT_BUSSTOPS,
990510.527887139,444225.936351709,1030,16211,GRCU(NE),SL/Granada/CushingNE,GRANCUSH,S GRANADA AVE, ,-110977285,32217773,-214748363,Sun Link curb stop EB,SunLink,1,0,W6,1,0,0,0,0,0,,0,1,0,https://maps2.tucsonaz.gov/tdot/busstops/16211.jpg,TDOT_BUSSTOPS,
990383.66929134,444196.085301839,1031,16179,GRCU(NW),SL/Granada/CushingNW,GRANCUSH,S GRANADA AVE, ,-110977696,32217694,-214748363,Sun Link curb stop WB,SunLink,1,0,W6,1,0,0,0,0,0,,0,1,1,https://maps2.tucsonaz.gov/tdot/busstops/16179.jpg,TDOT_BUSSTOPS,
981734.632217847,456115.875656165,1032,12398,GRCY(NW),Grant/Coyote Dr, ,W GRANT RD,N COYOTE DR,-111005333,32250661,-214748363,river rock at back door,Cac-ad,1,0,W1,1,0,0,1,0,0,,0,0,1,https://maps2.tucsonaz.gov/tdot/busstops/12398.jpg,TDOT_BUSSTOPS,
981941.649278216,456058.694225721,1033,12451,GRCY(SE),Grant/Coyote Dr, ,W GRANT RD,N HUACHUCA DR,-111004665,32250499,-214748363, ,Cac-ad,1,0,W1,1,0,0,1,0,1,,0,0,1,https://maps2.tucsonaz.gov/tdot/busstops/12451.jpg,TDOT_BUSSTOPS,
1026324.2644357,456486.084317587,1034,13636,GRDG(EB),Grant/Devon Gables, ,E GRANT RD,UNNAMED,-110861106,32250556,-214748363, ,cac blue,1,0,W2,1,0,1,1,1,1,,0,0,1,https://maps2.tucsonaz.gov/tdot/busstops/13636.jpg,TDOT_BUSSTOPS,
1006372.44520997,456266.100065619,1035,13580,GRDO(NE),Grant/Doolen School, ,E GRANT RD,N COUNTRY CLUB RD,-110925642,32250474,-214748363, , , ,0,W3,1,0,0,0,0,0,,0,0,1,https://maps2.tucsonaz.gov/tdot/busstops/13580.jpg,TDOT_BUSSTOPS,
1010039.21194226,456288.13976378,1036,13623,GRDO(SE),Grant/Dodge, ,E GRANT RD,N DODGE BLVD,-110913782,32250441,-214748363, , , ,0,W3,1,0,0,0,0,1,,1,0,1,https://maps2.tucsonaz.gov/tdot/busstops/13623.jpg,TDOT_BUSSTOPS,
983337.403871391,456045.113845147,1037,12402,GRDR(SE),Grant/Dragoon, ,W GRANT RD,N DRAGOON ST,-111000151,32250429,-214748363, , , ,0,W1,1,0,0,0,0,0,,1,0,0,https://maps2.tucsonaz.gov/tdot/busstops/12402.jpg,TDOT_BUSSTOPS,
1007391.48031496,456304.627952754,1038,13578,GRED(NE),Grant/Edith, ,E GRANT RD,N EDITH BL,-110922345,32250554,-214748363, , , ,0,W3,1,0,1,0,1,1,,1,0,1,https://maps2.tucsonaz.gov/tdot/busstops/13578.jpg,TDOT_BUSSTOPS,
987456.084973752,456072.520997375,1039,12394,GRFA(NW),Grant/Fairview, ,W GRANT RD,N FAIRVIEW AVE,-110986829,32250407,-1, , , ,0,W3,1,0,0,0,0,0,,1,0,0,https://maps2.tucsonaz.gov/tdot/busstops/12394.jpg,TDOT_BUSSTOPS,
987670.517716534,455981.602362208,1040,12404,GRFA(SE),Grant/Fairview, ,W GRANT RD,N FAIRVIEW AVE,-110986138,32250152,-214748363, , , ,0,W3,1,0,0,0,0,0,,1,0,0,https://maps2.tucsonaz.gov/tdot/busstops/12404.jpg,TDOT_BUSSTOPS,
984840.982283466,456077.628608927,1041,12395,GRFO(NE),Grant/Forbes, ,W GRANT RD,N FORBES BL,-110995287,32250483,-214748363, , , ,0,W3,1,0,1,0,0,0,,1,0,0,https://maps2.tucsonaz.gov/tdot/busstops/12395.jpg,TDOT_BUSSTOPS,
993244.743438318,456127.883858271,1042,11975,GRFO(NW),Grant/Fontana, ,E GRANT RD,N FONTANA AVE,-110968105,32250420,-214748363, ,S1-bl18,1,0,W3,1,0,1,1,1,1,,0,0,0,https://maps2.tucsonaz.gov/tdot/busstops/11975.jpg,TDOT_BUSSTOPS,
984959.043307088,456010.970144354,1043,12403,GRFO(SE),Grant/Forbes, ,W GRANT RD,N HUACHUCA DR,-110994907,32250297,-214748363, ,cac blue,1,0,W1,1,0,1,1,0,1,,0,0,0,https://maps2.tucsonaz.gov/tdot/busstops/12403.jpg,TDOT_BUSSTOPS,
982779.987860892,456113.488188975,1044,12397,GRHU(NE),Grant/Huachuca, ,W GRANT RD,N HUACHUCA DR,-111001952,32250630,-214748363, , , ,0,W3,1,0,1,0,1,0,,1,0,0,https://maps2.tucsonaz.gov/tdot/busstops/12397.jpg,TDOT_BUSSTOPS,
983762.058070865,456100.040682413,1045,14794,GRIH(IF),Grant/IHOP (1500 W Grant), ,W GRANT RD,N DRAGOON ST,-110998776,32250570,-214748363, ,Cac-ad,1,0,W1,1,0,0,1,0,1,,0,0,0,https://maps2.tucsonaz.gov/tdot/busstops/14794.jpg,TDOT_BUSSTOPS,
977083.974081364,455856.241797902,1046,15995,GRIH(SE),Greasewood/Ironwood Hill, ,W IRONWOOD HILL DR,N PALO HACHA DR,-111020382,32250055,-214748363,Effective 08-06-17, , ,0,W1,1,0,0,0,0,0,,1,0,0,https://maps2.tucsonaz.gov/tdot/busstops/15995.jpg,TDOT_BUSSTOPS,
977033.68405512,455880.562007874,1047,16002,GRIH(SW),Greasewood/Ironwood Hill, ,N GREASEWOOD RD,W IRONWOOD RIDGE DR,-111020544,32250123,-214748363,Effective 08-06-17, , ,0,W1,1,0,0,0,0,0,,1,0,0,https://maps2.tucsonaz.gov/tdot/busstops/16002.jpg,TDOT_BUSSTOPS,
980784.083989501,456131.468175851,1048,12399,GRJO(NW),Grant/Jordan, ,W GRANT RD,N JONATHAN AVE,-111008407,32250726,-214748363, , , ,0,W3,1,1,0,0,0,0,,1,0,1,https://maps2.tucsonaz.gov/tdot/busstops/12399.jpg,TDOT_BUSSTOPS,
980761.950787403,456043.23523622,1049,12400,GRJO(SW),Grant/Jordan, ,W GRANT RD,N JORDAN DR,-111008481,32250484,-214748363, , , ,0,W1,1,1,1,0,0,1,,1,0,1,https://maps2.tucsonaz.gov/tdot/busstops/12400.jpg,TDOT_BUSSTOPS,
1005086.21325459,456166.569553807,1050,13619,GRLO(SW),Grant/Loretta, ,E GRANT RD,N LORETTA DR,-110929805,32250233,-214748363, , , ,0,W6,1,0,1,0,0,1,,1,0,0,https://maps2.tucsonaz.gov/tdot/busstops/13619.jpg,TDOT_BUSSTOPS,
1000199.09350394,455973.568569556,1051,12414,GRMA(SW),Grant/Martin, ,E GRANT RD,N MARTIN AVE,-110945617,32249825,-214748363, , , ,0,W3,1,1,0,0,0,1,,1,0,1,https://maps2.tucsonaz.gov/tdot/busstops/12414.jpg,TDOT_BUSSTOPS,
997975.481955379,456000.831692912,1052,11971,GRMO(NW),Grant/Mountain, ,E GRANT RD,N SANTA RITA AVE,-110952808,32249955,-214748363, , , ,0,W3,1,0,0,0,0,0,,1,0,1,https://maps2.tucsonaz.gov/tdot/busstops/11971.jpg,TDOT_BUSSTOPS,
998166.750984251,455945.063976377,1053,12412,GRMO(SE),Grant/Mountain, ,E GRANT RD,N HIGHLAND AVE,-110952191,32249797,-214748363, , , ,0,W3,1,0,0,0,0,0,,1,0,0,https://maps2.tucsonaz.gov/tdot/busstops/12412.jpg,TDOT_BUSSTOPS,
1001214.44422572,456146.491141729,1054,13616,GRNO(SE),Grant/Campbell@Norris,GRNTCAMP,E GRANT RD,N NORRIS AV,-110942328,32250275,-214748363, ,Cac-ad,1,0,W6,1,1,0,1,1,1,,0,0,1,https://maps2.tucsonaz.gov/tdot/busstops/13616.jpg,TDOT_BUSSTOPS,
989951.813648295,456036.378280841,1055,184,GROR(NW),Grant/Oracle,GRNTORCL,W GRANT RD,N ORACLE RD,-110978758,32250248,-214748363, ,S2-bl17,1,0,W3,1,0,1,1,0,1,,0,0,1,https://maps2.tucsonaz.gov/tdot/busstops/184.jpg,TDOT_BUSSTOPS,
990407.049868766,456022.894356959,1056,187,GROR(SE),Grant/Oracle,GRNTORCL,W GRANT RD,N ORACLE RD,-110977286,32250200,-214748363,wrong date on photo,S2-bl13,1,0,W3,1,0,1,1,0,1,,0,0,1,https://maps2.tucsonaz.gov/tdot/busstops/187.jpg,TDOT_BUSSTOPS,
996637.188976377,455981.205052495,1057,11972,GRPA(NW),Grant/Park,GRNTPARK,E GRANT RD,N PARK AVE,-110957137,32249934,-214748363, ,S2-bl18,1,0,W3,1,0,0,1,1,0,,0,0,0,https://maps2.tucsonaz.gov/tdot/busstops/11972.jpg,TDOT_BUSSTOPS,
996903.2664042,455857.698162727,1058,12411,GRPA(SE),Grant/Park,GRNTPARK,E GRANT RD,N FREMONT AVE,-110956280,32249588,-214748364, ,S2-bl17,1,0,W3,1,0,1,1,1,1,,0,0,1,https://maps2.tucsonaz.gov/tdot/busstops/12411.jpg,TDOT_BUSSTOPS,
1001982.80511811,456210.95800525,1059,13584,GRPL(NW),Grant/Plumer, ,E GRANT RD,N PLUMER AV,-110939841,32250433,-214748363, , , ,0,W3,1,0,0,0,0,0,,1,0,1,https://maps2.tucsonaz.gov/tdot/busstops/13584.jpg,TDOT_BUSSTOPS,
1002144.39796588,456155.30675853,1060,13617,GRPL(SE),Grant/Plumer, ,E GRANT RD,N PLUMER AV,-110939320,32250276,-214748363, , , ,0,W6,1,0,1,0,0,0,,1,0,1,https://maps2.tucsonaz.gov/tdot/busstops/13617.jpg,TDOT_BUSSTOPS,
1008519.3523622,456342.743438318,1061,13577,GRPV(NW),Grant/Palo Verde, ,E GRANT RD,N PALO VERDE AV,-110918696,32250630,-214748363,shelter destroyed 07-27-18 replaced 08-31-18,G-br86,1,0,W3,1,0,0,1,0,1,,0,0,0,https://maps2.tucsonaz.gov/tdot/busstops/13577.jpg,TDOT_BUSSTOPS,
1008776.43635171,456293.469160102,1062,13622,GRPV(SE),Grant/Palo Verde, ,E GRANT RD,N PALO VERDE AV,-110917866,32250488,-214748363,wooden bench replaced in 2013,ACI-bl19,1,0,W6,1,0,0,1,0,1,,0,0,0,https://maps2.tucsonaz.gov/tdot/busstops/13622.jpg,TDOT_BUSSTOPS,
990651.602034122,446237.317585304,1063,13856,GRRE(SE),Granada/Pso Redondo, ,N GRANADA AVE,E AJO WAY,-110976772,32223298,-214748363, , , ,0,W1,1,0,0,0,1,0,,1,0,1,https://maps2.tucsonaz.gov/tdot/busstops/13856.jpg,TDOT_BUSSTOPS,
1025374.63156168,456464.755249344,1064,13635,GRRI(SW),Grant/Ridgeway, ,E GRANT RD,N RIDGEWAY RD,-110864178,32250523,-214748363, , , ,0,W2,1,0,0,0,0,0,,1,0,1,https://maps2.tucsonaz.gov/tdot/busstops/13635.jpg,TDOT_BUSSTOPS,
1019223.91830709,456492.35465879,1065,13568,GRRO(NW),Grant/Rosemont, ,N ROSEMONT BLVD,E GRANT RD,-110884070,32250763,-214748363, ,Cac-ad,1,0,W2,1,0,0,1,1,1,,0,0,1,https://maps2.tucsonaz.gov/tdot/busstops/13568.jpg,TDOT_BUSSTOPS,
1019447.98064305,456406.46128609,1066,13630,GRRO(SE),Grant/Rosemont, ,E GRANT RD,N ROSEMONT BLVD,-110883348,32250521,-214748364, , , ,0,W6,1,0,1,0,0,1,,1,0,0,https://maps2.tucsonaz.gov/tdot/busstops/13630.jpg,TDOT_BUSSTOPS,
1007711.32939633,456255.199475065,1067,13621,GRRT(SW),Grant/Rita, ,E GRANT RD,N RITA AV,-110921312,32250410,-214748363, , , ,0,W6,1,0,1,0,1,1,,0,0,1,https://maps2.tucsonaz.gov/tdot/busstops/13621.jpg,TDOT_BUSSTOPS,
1023299.42650919,456549.992125981,1068,13565,GRRV(NW),Grant/Rainbow Vista, ,E GRANT RD,N RAINBOW VISTA DR,-110870887,32250813,-214748364, ,Cac-ad,1,0,W2,1,0,0,1,1,1,,0,0,0,https://maps2.tucsonaz.gov/tdot/busstops/13565.jpg,TDOT_BUSSTOPS,
1023488.02755906,456455.411745407,1069,13633,GRRV(SE),Grant/Rainbow Vista, ,E GRANT RD,N RAINBOW VISTA DR,-110870280,32250548,-214748363, , , ,0,W2,1,0,1,0,0,0,,1,0,1,https://maps2.tucsonaz.gov/tdot/busstops/13633.jpg,TDOT_BUSSTOPS,
1010507.58694226,456392.208661415,1070,13575,GRSA(NE),Grant/3767 E Grant SAAVI, ,E GRANT RD,N DODGE BLVD,-110912264,32250715,-214748363, ,G,1,0,W3,1,0,0,1,0,1,,0,0,1,https://maps2.tucsonaz.gov/tdot/busstops/13575.jpg,TDOT_BUSSTOPS,
